INFO 09-03 09:15:33 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1025. schedule: 0.43ms(0.21%), comm: 5.69ms(2.78%), swap: 0.01ms(0.00%), execute: 198.59ms(97.01%), cur_step: 204.71ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.72ms(3.67%), comm: 2.38ms(12.08%), swap: 0.00ms(0.01%), execute: 16.60ms(84.25%), cur_step: 19.70ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.98ms(4.99%), comm: 1.96ms(10.01%), swap: 0.00ms(0.01%), execute: 16.65ms(84.99%), cur_step: 19.59ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 1.21ms(6.27%), comm: 1.65ms(8.54%), swap: 0.00ms(0.01%), execute: 16.41ms(85.18%), cur_step: 19.27ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.36ms(1.67%), comm: 2.64ms(12.04%), swap: 0.00ms(0.02%), execute: 18.88ms(86.27%), cur_step: 21.89ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.92ms(4.55%), comm: 2.47ms(12.23%), swap: 0.00ms(0.01%), execute: 16.79ms(83.21%), cur_step: 20.18ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.93ms(4.62%), comm: 2.15ms(10.75%), swap: 0.00ms(0.01%), execute: 16.94ms(84.62%), cur_step: 20.02ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.93ms(4.60%), comm: 2.46ms(12.23%), swap: 0.00ms(0.01%), execute: 16.74ms(83.17%), cur_step: 20.12ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.95ms(4.59%), comm: 2.26ms(10.96%), swap: 0.00ms(0.01%), execute: 17.43ms(84.44%), cur_step: 20.64ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.64ms(3.32%), comm: 1.86ms(9.71%), swap: 0.00ms(0.01%), execute: 16.63ms(86.96%), cur_step: 19.12ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.61ms(2.91%), comm: 1.82ms(8.67%), swap: 0.00ms(0.01%), execute: 18.56ms(88.41%), cur_step: 21.00ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 361. schedule: 0.52ms(0.73%), comm: 1.94ms(2.71%), swap: 0.00ms(0.00%), execute: 69.39ms(96.56%), cur_step: 71.86ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.94ms(4.80%), comm: 2.10ms(10.75%), swap: 0.00ms(0.01%), execute: 16.47ms(84.44%), cur_step: 19.50ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.94ms(4.43%), comm: 2.48ms(11.75%), swap: 0.00ms(0.01%), execute: 17.70ms(83.81%), cur_step: 21.12ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.97ms(4.95%), comm: 1.98ms(10.07%), swap: 0.00ms(0.01%), execute: 16.69ms(84.97%), cur_step: 19.64ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.71ms(3.63%), comm: 2.49ms(12.68%), swap: 0.00ms(0.01%), execute: 16.40ms(83.68%), cur_step: 19.60ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.92ms(4.66%), comm: 2.74ms(13.86%), swap: 0.00ms(0.01%), execute: 16.11ms(81.47%), cur_step: 19.78ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.95ms(4.79%), comm: 2.28ms(11.52%), swap: 0.00ms(0.01%), execute: 16.56ms(83.68%), cur_step: 19.79ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.90ms(4.58%), comm: 2.37ms(12.11%), swap: 0.00ms(0.01%), execute: 16.34ms(83.30%), cur_step: 19.61ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.98ms(4.77%), comm: 2.53ms(12.33%), swap: 0.00ms(0.01%), execute: 16.99ms(82.88%), cur_step: 20.50ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.97ms(4.63%), comm: 2.22ms(10.57%), swap: 0.00ms(0.01%), execute: 17.78ms(84.79%), cur_step: 20.97ms
INFO 09-03 09:15:34 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.84ms(4.40%), comm: 2.04ms(10.67%), swap: 0.00ms(0.01%), execute: 16.26ms(84.92%), cur_step: 19.14ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.88ms(4.46%), comm: 2.57ms(13.06%), swap: 0.00ms(0.01%), execute: 16.22ms(82.46%), cur_step: 19.67ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.81ms(4.12%), comm: 2.34ms(11.88%), swap: 0.00ms(0.01%), execute: 16.53ms(83.98%), cur_step: 19.68ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.80ms(4.01%), comm: 2.26ms(11.39%), swap: 0.00ms(0.01%), execute: 16.76ms(84.58%), cur_step: 19.81ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.75ms(3.91%), comm: 2.33ms(12.12%), swap: 0.00ms(0.01%), execute: 16.17ms(83.96%), cur_step: 19.26ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.68ms(3.59%), comm: 1.97ms(10.44%), swap: 0.00ms(0.01%), execute: 16.20ms(85.96%), cur_step: 18.85ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.71ms(3.95%), comm: 1.70ms(9.50%), swap: 0.00ms(0.01%), execute: 15.46ms(86.53%), cur_step: 17.86ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.66ms(3.60%), comm: 1.80ms(9.78%), swap: 0.00ms(0.01%), execute: 15.94ms(86.61%), cur_step: 18.40ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.86ms(4.68%), comm: 2.03ms(11.01%), swap: 0.00ms(0.01%), execute: 15.57ms(84.30%), cur_step: 18.47ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.67ms(3.56%), comm: 2.16ms(11.45%), swap: 0.00ms(0.02%), execute: 16.02ms(84.98%), cur_step: 18.85ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.72ms(3.88%), comm: 2.32ms(12.51%), swap: 0.00ms(0.01%), execute: 15.51ms(83.60%), cur_step: 18.56ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 4, num_tokens: 4. schedule: 0.65ms(3.46%), comm: 2.44ms(12.97%), swap: 0.00ms(0.01%), execute: 15.71ms(83.56%), cur_step: 18.80ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1020. schedule: 0.46ms(0.25%), comm: 1.80ms(0.99%), swap: 0.00ms(0.00%), execute: 180.82ms(98.76%), cur_step: 183.08ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 700. schedule: 0.61ms(0.45%), comm: 2.26ms(1.68%), swap: 0.00ms(0.00%), execute: 131.93ms(97.87%), cur_step: 134.81ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.78ms(3.53%), comm: 2.83ms(12.77%), swap: 0.00ms(0.01%), execute: 18.59ms(83.69%), cur_step: 22.21ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.96ms(4.34%), comm: 2.54ms(11.45%), swap: 0.00ms(0.01%), execute: 18.67ms(84.20%), cur_step: 22.18ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.87ms(4.24%), comm: 2.21ms(10.84%), swap: 0.00ms(0.01%), execute: 17.32ms(84.91%), cur_step: 20.40ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.94ms(4.48%), comm: 2.07ms(9.84%), swap: 0.00ms(0.01%), execute: 17.99ms(85.67%), cur_step: 21.00ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 802. schedule: 0.85ms(0.56%), comm: 1.80ms(1.18%), swap: 0.00ms(0.00%), execute: 149.16ms(98.25%), cur_step: 151.81ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 1.17ms(5.37%), comm: 2.52ms(11.54%), swap: 0.00ms(0.01%), execute: 18.15ms(83.07%), cur_step: 21.85ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.90ms(3.96%), comm: 2.67ms(11.72%), swap: 0.00ms(0.02%), execute: 19.22ms(84.30%), cur_step: 22.80ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.96ms(4.75%), comm: 2.49ms(12.29%), swap: 0.00ms(0.01%), execute: 16.77ms(82.95%), cur_step: 20.22ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 1.12ms(5.43%), comm: 2.42ms(11.75%), swap: 0.00ms(0.01%), execute: 17.03ms(82.80%), cur_step: 20.56ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.91ms(4.59%), comm: 2.20ms(11.08%), swap: 0.00ms(0.01%), execute: 16.74ms(84.33%), cur_step: 19.85ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.88ms(4.24%), comm: 2.28ms(10.95%), swap: 0.00ms(0.01%), execute: 17.67ms(84.79%), cur_step: 20.84ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.89ms(4.40%), comm: 2.40ms(11.85%), swap: 0.00ms(0.01%), execute: 16.94ms(83.74%), cur_step: 20.23ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.98ms(4.78%), comm: 2.07ms(10.09%), swap: 0.00ms(0.01%), execute: 17.42ms(85.11%), cur_step: 20.47ms
INFO 09-03 09:15:35 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 0.60ms(2.64%), comm: 4.81ms(21.32%), swap: 0.00ms(0.01%), execute: 17.16ms(76.03%), cur_step: 22.57ms
INFO 09-03 09:15:36 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 881. schedule: 0.87ms(0.54%), comm: 4.43ms(2.75%), swap: 0.00ms(0.00%), execute: 155.68ms(96.71%), cur_step: 160.98ms
INFO 09-03 09:15:36 async_llm_engine.py:282] num_prefill: 0, num_decode: 7, num_tokens: 7. schedule: 1.21ms(5.13%), comm: 3.68ms(15.61%), swap: 0.00ms(0.01%), execute: 18.69ms(79.24%), cur_step: 23.59ms
INFO 09-03 09:15:36 async_llm_engine.py:282] num_prefill: 0, num_decode: 6, num_tokens: 6. schedule: 1.03ms(4.75%), comm: 2.57ms(11.88%), swap: 0.00ms(0.01%), execute: 18.05ms(83.35%), cur_step: 21.66ms
INFO 09-03 09:15:36 async_llm_engine.py:282] num_prefill: 0, num_decode: 5, num_tokens: 5. schedule: 0.80ms(3.09%), comm: 4.16ms(16.13%), swap: 0.00ms(0.02%), execute: 20.83ms(80.76%), cur_step: 25.80ms
INFO 09-03 09:15:36 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 359. schedule: 0.44ms(0.54%), comm: 7.43ms(9.17%), swap: 0.00ms(0.00%), execute: 73.15ms(90.29%), cur_step: 81.02ms
INFO 09-03 09:15:36 async_llm_engine.py:282] num_prefill: 7, num_decode: 0, num_tokens: 3448. schedule: 0.84ms(0.15%), comm: 2.99ms(0.53%), swap: 0.00ms(0.00%), execute: 560.17ms(99.32%), cur_step: 564.00ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 3, num_decode: 0, num_tokens: 2795. schedule: 1.37ms(0.30%), comm: 2.40ms(0.52%), swap: 0.01ms(0.00%), execute: 460.05ms(99.19%), cur_step: 463.83ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 1.92ms(6.82%), comm: 3.96ms(14.06%), swap: 0.00ms(0.01%), execute: 22.29ms(79.11%), cur_step: 28.17ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 2.02ms(7.40%), comm: 3.75ms(13.79%), swap: 0.00ms(0.01%), execute: 21.45ms(78.79%), cur_step: 27.22ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 1.92ms(6.81%), comm: 3.60ms(12.78%), swap: 0.00ms(0.01%), execute: 22.65ms(80.40%), cur_step: 28.18ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 1.77ms(6.83%), comm: 2.90ms(11.20%), swap: 0.00ms(0.01%), execute: 21.19ms(81.95%), cur_step: 25.86ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 0.80ms(3.26%), comm: 3.51ms(14.21%), swap: 0.00ms(0.02%), execute: 20.36ms(82.52%), cur_step: 24.67ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 1.18ms(4.73%), comm: 3.39ms(13.55%), swap: 0.00ms(0.01%), execute: 20.46ms(81.71%), cur_step: 25.04ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 16, num_tokens: 16. schedule: 1.97ms(7.10%), comm: 3.64ms(13.13%), swap: 0.00ms(0.01%), execute: 22.15ms(79.77%), cur_step: 27.77ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 821. schedule: 1.48ms(0.96%), comm: 2.02ms(1.31%), swap: 0.00ms(0.00%), execute: 151.09ms(97.73%), cur_step: 154.59ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 729. schedule: 1.47ms(1.07%), comm: 2.50ms(1.81%), swap: 0.00ms(0.00%), execute: 133.77ms(97.12%), cur_step: 137.74ms
INFO 09-03 09:15:37 async_llm_engine.py:282] num_prefill: 0, num_decode: 18, num_tokens: 18. schedule: 1.98ms(6.65%), comm: 4.29ms(14.37%), swap: 0.00ms(0.01%), execute: 23.56ms(78.97%), cur_step: 29.83ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1026. schedule: 0.73ms(0.38%), comm: 2.43ms(1.28%), swap: 0.00ms(0.00%), execute: 187.03ms(98.34%), cur_step: 190.19ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 2.31ms(7.55%), comm: 3.93ms(12.88%), swap: 0.00ms(0.01%), execute: 24.28ms(79.55%), cur_step: 30.52ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 2.01ms(6.87%), comm: 3.79ms(12.92%), swap: 0.00ms(0.01%), execute: 23.50ms(80.20%), cur_step: 29.30ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 1.86ms(6.08%), comm: 4.14ms(13.56%), swap: 0.00ms(0.01%), execute: 24.56ms(80.35%), cur_step: 30.56ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 1.23ms(4.36%), comm: 3.79ms(13.42%), swap: 0.00ms(0.01%), execute: 23.23ms(82.20%), cur_step: 28.25ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 1.64ms(5.48%), comm: 3.91ms(13.07%), swap: 0.00ms(0.01%), execute: 24.36ms(81.44%), cur_step: 29.91ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 1.03ms(3.61%), comm: 4.31ms(15.15%), swap: 0.00ms(0.01%), execute: 23.11ms(81.23%), cur_step: 28.45ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 19, num_tokens: 19. schedule: 1.09ms(3.83%), comm: 4.10ms(14.38%), swap: 0.00ms(0.01%), execute: 23.34ms(81.78%), cur_step: 28.54ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 18, num_tokens: 18. schedule: 0.94ms(3.26%), comm: 4.22ms(14.60%), swap: 0.00ms(0.01%), execute: 23.75ms(82.12%), cur_step: 28.92ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 17, num_tokens: 17. schedule: 2.12ms(7.12%), comm: 3.72ms(12.52%), swap: 0.00ms(0.01%), execute: 23.90ms(80.35%), cur_step: 29.74ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 17, num_tokens: 17. schedule: 1.22ms(4.27%), comm: 3.66ms(12.81%), swap: 0.00ms(0.01%), execute: 23.66ms(82.91%), cur_step: 28.54ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 17, num_tokens: 17. schedule: 1.95ms(6.50%), comm: 4.16ms(13.84%), swap: 0.00ms(0.01%), execute: 23.95ms(79.65%), cur_step: 30.06ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 0.97ms(3.69%), comm: 3.78ms(14.32%), swap: 0.00ms(0.01%), execute: 21.66ms(81.98%), cur_step: 26.42ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 12, num_tokens: 12. schedule: 1.16ms(4.76%), comm: 2.47ms(10.09%), swap: 0.00ms(0.01%), execute: 20.80ms(85.13%), cur_step: 24.43ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 0, num_decode: 11, num_tokens: 11. schedule: 0.80ms(2.63%), comm: 8.54ms(27.90%), swap: 0.00ms(0.00%), execute: 21.27ms(69.47%), cur_step: 30.62ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 719. schedule: 0.61ms(0.45%), comm: 2.47ms(1.83%), swap: 0.00ms(0.00%), execute: 131.39ms(97.71%), cur_step: 134.46ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 957. schedule: 1.56ms(0.88%), comm: 2.03ms(1.15%), swap: 0.00ms(0.00%), execute: 172.66ms(97.97%), cur_step: 176.25ms
INFO 09-03 09:15:38 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 699. schedule: 1.56ms(1.15%), comm: 2.13ms(1.58%), swap: 0.00ms(0.00%), execute: 131.23ms(97.26%), cur_step: 134.92ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 15, num_tokens: 15. schedule: 2.08ms(7.31%), comm: 4.39ms(15.45%), swap: 0.00ms(0.01%), execute: 21.93ms(77.23%), cur_step: 28.40ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 15, num_tokens: 15. schedule: 2.02ms(7.80%), comm: 2.63ms(10.14%), swap: 0.00ms(0.01%), execute: 21.28ms(82.04%), cur_step: 25.93ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 0.88ms(3.54%), comm: 3.36ms(13.47%), swap: 0.00ms(0.01%), execute: 20.73ms(82.98%), cur_step: 24.98ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 2.03ms(7.76%), comm: 3.90ms(14.93%), swap: 0.00ms(0.01%), execute: 20.21ms(77.30%), cur_step: 26.15ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 1.07ms(4.36%), comm: 3.10ms(12.61%), swap: 0.00ms(0.01%), execute: 20.43ms(83.03%), cur_step: 24.61ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 1.68ms(6.51%), comm: 2.97ms(11.51%), swap: 0.00ms(0.01%), execute: 21.18ms(81.96%), cur_step: 25.84ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 1.56ms(6.29%), comm: 3.03ms(12.18%), swap: 0.00ms(0.01%), execute: 20.25ms(81.53%), cur_step: 24.84ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 14, num_tokens: 14. schedule: 1.83ms(7.07%), comm: 3.28ms(12.69%), swap: 0.00ms(0.01%), execute: 20.72ms(80.24%), cur_step: 25.82ms
INFO 09-03 09:15:39 async_llm_engine.py:282] num_prefill: 0, num_decode: 13, num_tokens: 13. schedule: 1.61ms(6.55%), comm: 2.95ms(11.99%), swap: 0.00ms(0.01%), execute: 20.03ms(81.45%), cur_step: 24.59ms
